Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,Review_Year,Review_Month,Cleaned_Review_Text,tokenized_review,sent_token_length,Sentiment_Label,Sentiment_Score
958,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-05-01,Good place to stay,8.0,"Staffs in front office , Restaurants and room service are friendly and responsive.",2023,5,staff front office restaurant room service friendly responsive,"Staffs in front office , Restaurants and room service are friendly and responsive .",14,4 stars,0.47720932960510254
959,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-04-01,Good experience,8.0,Clean room,2023,4,clean room,Clean room,2,5 stars,0.3975455164909363
960,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-04-01,Superb,9.0,The staff were attentive and polite very helpful.at all t support your all teams.Rooms are very clean and comfortable. The food was very amazing and tasty,2023,4,staff attentive polite helpfulat support teamsrooms clean comfortable food amazing tasty,The staff were attentive and polite very helpful . at all t support your all teams . Rooms are very clean and comfortable . The food was very amazing and tasty,31,5 stars,0.6151911616325378
961,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-03-01,Superb,9.0,"Very good staff or rooms.
Resturent open 24/hours . 
Food was very tasty.
Rooms was very clean big",2023,3,good staff room resturent open hour food tasty room clean big,"Very good staff or rooms . 
 Resturent open 24 / hours . 
 Food was very tasty . 
 Rooms was very clean big",22,4 stars,0.516747772693634
962,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-03-01,Superb,9.0,Very good hotel. room was clean .staff was very good or helpful,2023,3,good hotel room clean staff good helpful,Very good hotel . room was clean . staff was very good or helpful,14,4 stars,0.5869967937469482
963,Hotel Delhi 37 Near - Delhi Airport,"Mahipalpur, New Delhi",2023-03-01,Very good,8.0,big and clean,2023,3,big clean,big and clean,3,5 stars,0.6184790730476379
964,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-01-01,amazing,10.0,"attention to detail
immaculate",2023,1,attention detail immaculate,"attention to detail 
 immaculate",4,1 star,0.23062291741371155
965,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Relaxing amazing stay.,10.0,"Staff, they made the children feel special and ensured we all enjoyed our stay. The gym was well stocked and even had staff to guide you if needed. The restaurant staff were amazing this goes for the chefs and servers. The rooms were a great size with a bath which enabled us to relax and rest after a long holiday and before we travelled home. The late checkout was amazing and the buffet food was some of the freshest I have eaten, flavours and choice spoilt us. 
This was also very well priced for 2 rooms.",2023,8,staff made child feel special ensured enjoyed stay gym well stocked even staff guide needed restaurant staff amazing go chef server room great size bath enabled u relax rest long holiday travelled home late checkout amazing buffet food freshest eaten flavour choice spoilt u also well priced room,"Staff , they made the children feel special and ensured we all enjoyed our stay . The gym was well stocked and even had staff to guide you if needed . The restaurant staff were amazing this goes for the chefs and servers . The rooms were a great size with a bath which enabled us to relax and rest after a long holiday and before we travelled home . The late checkout was amazing and the buffet food was some of the freshest I have eaten , flavours and choice spoilt us . 
 This was also very well priced for 2 rooms .",104,5 stars,0.685148298740387
966,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Excellent Stay,9.0,"Staff was very courteous and the Hospitality was remarkable, food was excellent at K3 Restaurant",2023,8,staff courteous hospitality remarkable food excellent k restaurant,"Staff was very courteous and the Hospitality was remarkable , food was excellent at K 3 Restaurant",17,5 stars,0.7422864437103271
967,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-07-01,I’m comeback soon :),10.0,Everything is the best hotel in Delhi,2023,7,everything best hotel delhi,Everything is the best hotel in Delhi,7,5 stars,0.8117498755455017
968,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Good,7.0,Location,2023,8,location,Location,1,3 stars,0.2746809124946594
969,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Very good,8.0,"After getting bit disappointed by reception staff behaviour on the other hand we got such a lovely hospitality at JW Marriott K3 restaurant.
Here,we would like to say special thanks to K3 restaurant’s staff member Mr.Anuj and his team for making our day by showing top hospitality at the time of dinner on 14Aug and breakfast on busiest morning of 15Aug.  Mr. Anuj was looking  after each and every guest in such an enthusiastic way   we felt so special,he took proper care of everything both days at the busiest time of dinner and breakfast. Food and hospitality at K3 restaurant and staff was brilliant. Thanks to JW Marriott’s Mr. Anuj at K3 restaurant for bringing smile on our faces with his top hospitality.",2023,8,getting bit disappointed reception staff behaviour hand got lovely hospitality jw marriott k restaurant herewe would like say special thanks k restaurant staff member mranuj team making day showing top hospitality time dinner aug breakfast busiest morning aug mr anuj looking every guest enthusiastic way felt specialhe took proper care everything day busiest time dinner breakfast food hospitality k restaurant staff brilliant thanks jw marriotts mr anuj k restaurant bringing smile face top hospitality,"After getting bit disappointed by reception staff behaviour on the other hand we got such a lovely hospitality at JW Marriott K 3 restaurant . 
 Here , we would like to say special thanks to K 3 restaurant ’ s staff member Mr . Anuj and his team for making our day by showing top hospitality at the time of dinner on 14 Aug and breakfast on busiest morning of 15 Aug . Mr . Anuj was looking after each and every guest in such an enthusiastic way we felt so special , he took proper care of everything both days at the busiest time of dinner and breakfast . Food and hospitality at K 3 restaurant and staff was brilliant . Thanks to JW Marriott ’ s Mr . Anuj at K 3 restaurant for bringing smile on our faces with his top hospitality .",146,3 stars,0.37751665711402893
970,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Superb,9.0,Service on high level. Nice breakfeast.,2023,8,service high level nice breakfeast,Service on high level . Nice breakfeast .,8,5 stars,0.5240163803100586
971,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,"Overall, we as a family loved staying at JWM👍 We will be back!!!",7.0,Quite surprised room booking did not come with complimentary breakfast!!!,2023,8,quite surprised room booking come complimentary breakfast,Quite surprised room booking did not come with complimentary breakfast ! ! !,13,4 stars,0.5243937373161316
972,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,"Lovely property, uncomfortable bed",8.0,"Food, cleanliness, staff, hospitality, ambience",2023,8,food cleanliness staff hospitality ambience,"Food , cleanliness , staff , hospitality , ambience",9,4 stars,0.4257250726222992
973,JW Marriott Hotel New Delhi Aerocity,"South West, New Delhi",2023-08-01,Exceptional,10.0,"Hospitality,food and best in class rooms.",2023,8,hospitalityfood best class room,"Hospitality , food and best in class rooms .",9,5 stars,0.7378385663032532
974,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2022-08-01,Visit. love. experience.,10.0,"It was a lovely experience. The entire team went the extra mile to make our night very special.
We really enjoyed ourselves and food and service was amazing.
We had a beautiful stay and would highly recommend this hotel.",2022,8,lovely experience entire team went extra mile make night special really enjoyed food service amazing beautiful stay would highly recommend hotel,"It was a lovely experience . The entire team went the extra mile to make our night very special . 
 We really enjoyed ourselves and food and service was amazing . 
 We had a beautiful stay and would highly recommend this hotel .",43,5 stars,0.767566442489624
975,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Good,9.0,"This hotel is nicely positioned, walking distance to a shopping areas and restaurants.. Well priced comfortable rooms spotlessly clean and very nice staff.. thank you all..",2023,8,hotel nicely positioned walking distance shopping area restaurant well priced comfortable room spotlessly clean nice staff thank,"This hotel is nicely positioned , walking distance to a shopping areas and restaurants . . Well priced comfortable rooms spotlessly clean and very nice staff . . thank you all . .",33,5 stars,0.5844840407371521
976,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-07-01,Ungrateful.,7.0, · taxi service to the airport. very late and we couldn't check in. It's not a good experience.,2023,7,taxi service airport late couldnt check good experience,  ·   taxi service to the airport . very late and we couldn ' t check in . It ' s not a good experience .,25,3 stars,0.294364333152771
977,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Comfortable and well maintained hotel,9.0,Very much comfortable hotel.. Wonderful experience. room service was excellent and no noise around the hotel.. location is awesome. rates are reasonable. breakfast was delicious.. thank u for your hospitality.. Our stay was so good..,2023,8,much comfortable hotel wonderful experience room service excellent noise around hotel location awesome rate reasonable breakfast delicious thank u hospitality stay good,Very much comfortable hotel . . Wonderful experience . room service was excellent and no noise around the hotel . . location is awesome . rates are reasonable . breakfast was delicious . . thank u for your hospitality . . Our stay was so good . .,48,5 stars,0.656334638595581
978,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Superb,9.0,"We really had a pleasant stay.. very comfortable room and well mannered staff.. Staff knows the customer service, it is always a great experience, breakfast was amazing..",2023,8,really pleasant stay comfortable room well mannered staff staff know customer service always great experience breakfast amazing,"We really had a pleasant stay . . very comfortable room and well mannered staff . . Staff knows the customer service , it is always a great experience , breakfast was amazing . .",35,5 stars,0.685016393661499
979,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Nice choice.,9.0,The staff is super nice and helpful. Great value for the price.,2023,8,staff super nice helpful great value price,The staff is super nice and helpful . Great value for the price .,14,5 stars,0.7238510251045227
980,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-08-01,Very clean and updated,9.0,"Everything is there to make our stay a unique moment. The staff is attentive and the room service admirable The reception  are very professional.. Nice hotel, Got an early check-in without no problem.",2023,8,everything make stay unique moment staff attentive room service admirable reception professional nice hotel got early checkin without problem,"Everything is there to make our stay a unique moment . The staff is attentive and the room service admirable The reception are very professional . . Nice hotel , Got an early check - in without no problem .",40,5 stars,0.5925152897834778
981,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-07-01,Very satisfied,9.0,"Stay was amazing. Room was clean and comfortable.. Loved the service, the magnificent view and the staff's hospitality.. Overall amazing experience. Thanks to the staff and management for making ths stat pleasant and stress-free..",2023,7,stay amazing room clean comfortable loved service magnificent view staff hospitality overall amazing experience thanks staff management making th stat pleasant stressfree,"Stay was amazing . Room was clean and comfortable . . Loved the service , the magnificent view and the staff ' s hospitality . . Overall amazing experience . Thanks to the staff and management for making ths stat pleasant and stress - free . .",47,5 stars,0.688696026802063
982,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-07-01,Well managed hotel,9.0,"Best budget friendly hotel in karol bagh.. The courteous and efficient staff made my stay at this hotel outstanding. The food was delicious, and the peaceful room ensured a good night's rest..",2023,7,best budget friendly hotel karol bagh courteous efficient staff made stay hotel outstanding food delicious peaceful room ensured good night rest,"Best budget friendly hotel in karol bagh . . The courteous and efficient staff made my stay at this hotel outstanding . The food was delicious , and the peaceful room ensured a good night ' s rest . .",40,5 stars,0.7931419610977173
983,Hotel Gold Souk - Karol Bagh,"Karol bagh, New Delhi",2023-07-01,Nice and comfort,9.0,"I had a wonderful stay at this hotel, it was even better than I anticipated. The rooms were comfortable and well-equipped. The price was incredibly reasonable for the level of comfort and service provided..",2023,7,wonderful stay hotel even better anticipated room comfortable wellequipped price incredibly reasonable level comfort service provided,"I had a wonderful stay at this hotel , it was even better than I anticipated . The rooms were comfortable and well - equipped . The price was incredibly reasonable for the level of comfort and service provided . .",41,5 stars,0.7987866401672363
984,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-04-01,Excellent,10.0,"It was a lovely experience. The entire team went the extra mile to make our night very special.
We really enjoyed ourselves and food and service was amazing.
We had a beautiful stay and would highly recommend this hotel.",2023,4,lovely experience entire team went extra mile make night special really enjoyed food service amazing beautiful stay would highly recommend hotel,"It was a lovely experience . The entire team went the extra mile to make our night very special . 
 We really enjoyed ourselves and food and service was amazing . 
 We had a beautiful stay and would highly recommend this hotel .",43,5 stars,0.767566442489624
985,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-08-01,Passable,5.0,"The man in reception was so polite and helpful.
They let me to leave my bag in hotel.
The room wasn't WoW but it was OK for one night.",2023,8,man reception polite helpful let leave bag hotel room wasnt wow ok one night,"The man in reception was so polite and helpful . 
 They let me to leave my bag in hotel . 
 The room wasn ' t WoW but it was OK for one night .",34,1 star,0.3109707534313202
986,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-07-01,Good,7.0,Staff members are very good I like Aditya hotel,2023,7,staff member good like aditya hotel,Staff members are very good I like Aditya hotel,9,4 stars,0.47622305154800415
987,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-05-01,Better than expected.,7.0,They clean the room and change bedsheets every two days.,2023,5,clean room change bedsheets every two day,They clean the room and change bedsheets every two days .,11,5 stars,0.3512125015258789
988,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-05-01,Passable,5.0,Yes,2023,5,yes,Yes,1,5 stars,0.37907874584198
989,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-05-01,Passable,5.0,It was near railway station,2023,5,near railway station,It was near railway station,5,4 stars,0.2944781184196472
990,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-04-01,Good,7.0,Ok,2023,4,ok,Ok,1,3 stars,0.49511444568634033
991,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-03-01,OK for one night,6.0,Location. Was good when you could find it,2023,3,location good could find,Location . Was good when you could find it,9,4 stars,0.4359479546546936
992,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-08-01,Very poor,2.0, · Only during entry,2023,8,entry,  ·   Only during entry,4,3 stars,0.25228866934776306
993,Hotel Aditya Inn Near New Delhi Railway Station Main Bazar,"Paharganj, New Delhi",2023-08-01,It was worst for 800,4.0,Nothing kuch bhi aisa nahi,2023,8,nothing kuch bhi aisa nahi,Nothing kuch bhi aisa nahi,5,1 star,0.39302733540534973
994,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Exceptional,10.0,Excellent Great hotel ambienc,2023,8,excellent great hotel ambienc,Excellent Great hotel ambienc,4,5 stars,0.8790427446365356
995,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Great,9.0,Value for money. Clineliness.,2023,8,value money clineliness,Value for money . Clineliness .,6,5 stars,0.4046892821788788
996,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Superb,9.0,눀 – great helpful staff and good location. rooms were clean and bathroom was great. wifi is good,2023,8,great helpful staff good location room clean bathroom great wifi good,눀 – great helpful staff and good location . rooms were clean and bathroom was great . wifi is good,20,5 stars,0.6565778851509094
997,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Exceptional,10.0,Location was great….next to all amenities,2023,8,location greatnext amenity,Location was great … . next to all amenities,9,5 stars,0.4925251603126526
998,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Very good,10.0,Value for money. The staff are very helpful and Close Railway Station.,2023,8,value money staff helpful close railway station,Value for money . The staff are very helpful and Close Railway Station .,14,5 stars,0.5641697645187378
999,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Good hotel,9.0,Absolutely gorgeous and beautiful hotel. hotel was amazing and hospitality is awesome and comfortable... rooms staff behaviour was amazing and helpful .......,2023,8,absolutely gorgeous beautiful hotel hotel amazing hospitality awesome comfortable room staff behaviour amazing helpful,Absolutely gorgeous and beautiful hotel . hotel was amazing and hospitality is awesome and comfortable . . . rooms staff behaviour was amazing and helpful . . . . . . .,32,5 stars,0.9409626722335815
1000,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Superb,9.0,"Great hospitality by the staff. Beni and team had been very nice to their guests. The food was superb. Rates can be a little more effective and parking space to be well managed, very few.
All the best",2023,8,great hospitality staff beni team nice guest food superb rate little effective parking space well managed best,"Great hospitality by the staff . Beni and team had been very nice to their guests . The food was superb . Rates can be a little more effective and parking space to be well managed , very few . 
 All the best",43,5 stars,0.5850896835327148
1001,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Superb,9.0,"눀 – this place is very clean and the staff is very nice and helpful!! Small but comfortable common areas. The bathrooms were modern and clean, The rooms are not very big, but they are comfortable and clean.",2023,8,place clean staff nice helpful small comfortable common area bathroom modern clean room big comfortable clean,"눀 – this place is very clean and the staff is very nice and helpful ! ! Small but comfortable common areas . The bathrooms were modern and clean , The rooms are not very big , but they are comfortable and clean .",44,4 stars,0.5049039125442505
1002,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-07-01,Not at all recommended,1.0,"Nothing at all. Terrible experience 
Rude staff
Not even finding a single thing i liked",2023,7,nothing terrible experience rude staff even finding single thing liked,"Nothing at all . Terrible experience 
 Rude staff 
 Not even finding a single thing i liked",16,1 star,0.42687109112739563
1003,THE HOTEL AMBIENCE,"Paharganj, New Delhi",2023-08-01,Very good,9.0,Manager was cooperative. Overall services provided by the staffs were satisfactory.,2023,8,manager cooperative overall service provided staff satisfactory,Manager was cooperative . Overall services provided by the staffs were satisfactory .,13,4 stars,0.6054432988166809
1004,Deluxe Room In Lajpat Nagar,"South Delhi, New Delhi",2023-08-01,the room was very clean and spacious,8.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1005,Deluxe Room In Lajpat Nagar,"South Delhi, New Delhi",2023-08-01,high quality room & high quality service...,9.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1006,Deluxe Room In Lajpat Nagar,"South Delhi, New Delhi",2023-08-01,i like the character of this hotel,9.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1007,Deluxe Room In Lajpat Nagar,"South Delhi, New Delhi",2023-08-01,great hotel with great facilty,7.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1008,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2022-09-01,Best you can get! Just book without any hesitation.,10.0,The location is near to the New Delhi Railway Station. To be specific In a narrow ally from Main Bazaar Road Named Chandi Wali Gali. To easily find the hotel find the Citi Bank ATM booth and enter the ally beside it. Take the first right from there you will get it. The rooms and toilets are clean and properly maintained. Cleaned every morning. Staffs are jolly and really helpful. You can leave and come back at midnight and they won’t mind. There is a pet pug who will company you and escort you till your room (of course if you like dogs). Overall real value for money.,2022,9,location near new delhi railway station specific narrow ally main bazaar road named chandi wali gali easily find hotel find citi bank atm booth enter ally beside take first right get room toilet clean properly maintained cleaned every morning staff jolly really helpful leave come back midnight wont mind pet pug company escort till room course like dog overall real value money,The location is near to the New Delhi Railway Station . To be specific In a narrow ally from Main Bazaar Road Named Chandi Wali Gali . To easily find the hotel find the Citi Bank ATM booth and enter the ally beside it . Take the first right from there you will get it . The rooms and toilets are clean and properly maintained . Cleaned every morning . Staffs are jolly and really helpful . You can leave and come back at midnight and they won ’ t mind . There is a pet pug who will company you and escort you till your room ( of course if you like dogs ) . Overall real value for money .,122,5 stars,0.33765849471092224
1009,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,Good,7.0,"Clean sheets, airport service es smooth.",2023,7,clean sheet airport service e smooth,"Clean sheets , airport service es smooth .",8,5 stars,0.48393484950065613
1010,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-08-01,Good Hostel in Paharganj.,8.0,Great location. Nice staff. Good wifi.,2023,8,great location nice staff good wifi,Great location . Nice staff . Good wifi .,9,5 stars,0.5099955201148987
1011,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-08-01,Good,7.0,Rinku is great any time available,2023,8,rinku great time available,Rinku is great any time available,6,5 stars,0.5230358242988586
1012,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-08-01,Value for Money,8.0,"Clean,Goodstaffs",2023,8,cleangoodstaffs,"Clean , Goodstaffs",3,5 stars,0.3415917456150055
1013,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,Very good,8.0,Staffs and rooms,2023,7,staff room,Staffs and rooms,3,4 stars,0.35052740573883057
1014,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,Superb,9.0,The people at the hotel are super nice. They were invaluable in helping me buy my train tickets and my SIM card. I can highly recommend them.,2023,7,people hotel super nice invaluable helping buy train ticket sim card highly recommend,The people at the hotel are super nice . They were invaluable in helping me buy my train tickets and my SIM card . I can highly recommend them .,30,5 stars,0.8452121615409851
1015,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,OK for a night or two,7.0,"Staff were pleasant, the location was good and rooms were cleaned and tidy.",2023,7,staff pleasant location good room cleaned tidy,"Staff were pleasant , the location was good and rooms were cleaned and tidy .",15,4 stars,0.6064998507499695
1016,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,Better to go elsewhere,7.0,Staff were OK and location was alright and it was ok for a night.,2023,7,staff ok location alright ok night,Staff were OK and location was alright and it was ok for a night .,15,3 stars,0.624139666557312
1017,Yes Boss By Backpackers Heaven Near New Delhi Train Station,"Paharganj, New Delhi",2023-07-01,"Its was decent, staffs are good.",7.0,The staffs are good polite and helpful. Rooms are decently clean.,2023,7,staff good polite helpful room decently clean,The staffs are good polite and helpful . Rooms are decently clean .,13,4 stars,0.5989368557929993
1018,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-11-01,Exceptional,10.0,The staff at Reception Mr. Lucky and Abdar in particular were very supportive and helpful. I've been different hotels in Paharganj and they stand out with their customer focused services. Thank you,2022,11,staff reception mr lucky abdar particular supportive helpful ive different hotel paharganj stand customer focused service thank,The staff at Reception Mr . Lucky and Abdar in particular were very supportive and helpful . I ' ve been different hotels in Paharganj and they stand out with their customer focused services . Thank you,37,5 stars,0.47495797276496887
1019,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2023-07-01,Good,7.0,"Stay was comfortable,food was good staff behaviors good.....overall good stay",2023,7,stay comfortablefood good staff behavior goodoverall good stay,"Stay was comfortable , food was good staff behaviors good . . . . . overall good stay",18,4 stars,0.5490028858184814
1020,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2023-02-01,A great place to stay in Delhi and great value for your money.,8.0,"The staff was excellent, particularly Lucky, Hens and Manna.  When I first arrived I thought the room noisy.  They immediately upgraded me to a larger quieter room.  They were wonderful to deal with.",2023,2,staff excellent particularly lucky hen manna first arrived thought room noisy immediately upgraded larger quieter room wonderful deal,"The staff was excellent , particularly Lucky , Hens and Manna . When I first arrived I thought the room noisy . They immediately upgraded me to a larger quieter room . They were wonderful to deal with .",39,5 stars,0.7243521809577942
1021,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-08-01,Very good,8.0,Value for money. Better than expected. Bed was nice. Ac temperature was satisfactory.,2022,8,value money better expected bed nice ac temperature satisfactory,Value for money . Better than expected . Bed was nice . Ac temperature was satisfactory .,17,4 stars,0.4209984540939331
1022,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-08-01,Very good,8.0,It was amazing stay,2022,8,amazing stay,It was amazing stay,4,5 stars,0.8339724540710449
1023,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-07-01,Very good,8.0,Location is very good 2 min walk from metro station... staff is cooperative.... clean and spacious rooms...,2022,7,location good min walk metro station staff cooperative clean spacious room,Location is very good 2 min walk from metro station . . . staff is cooperative . . . . clean and spacious rooms . . .,27,4 stars,0.5407110452651978
1024,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-02-01,Very good,8.0,Good location.nice staff,2022,2,good locationnice staff,Good location . nice staff,5,4 stars,0.549308717250824
1025,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-02-01,Good for a single stay but not value for money .,7.0,Connectivity with metro & food market.,2022,2,connectivity metro food market,Connectivity with metro & food market .,7,5 stars,0.4191100299358368
1026,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2022-01-01,Pleasant,6.0,Room was good .but amenities nothing .,2022,1,room good amenity nothing,Room was good . but amenities nothing .,8,3 stars,0.39748644828796387
1027,Hotel Superb 5 Mins Walk From New Delhi Station,"Paharganj, New Delhi",2021-09-01,It’s the most convenient place to live in Delhi,7.0,Staff was hospitable,2021,9,staff hospitable,Staff was hospitable,3,4 stars,0.369548499584198
1028,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2022-12-01,Exceptional,10.0,Food was great with room service.,2022,12,food great room service,Food was great with room service .,7,5 stars,0.5448566675186157
1029,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-08-01,Very good,8.0,Location was good.,2023,8,location good,Location was good .,4,4 stars,0.5011278390884399
1030,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-08-01,Good,7.0,The hotel is pretty good. but meals are not so good. but its ok.,2023,8,hotel pretty good meal good ok,The hotel is pretty good . but meals are not so good . but its ok .,17,4 stars,0.5091051459312439
1031,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-07-01,Pleasant,6.0,Distance from airport,2023,7,distance airport,Distance from airport,3,4 stars,0.30305254459381104
1032,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-05-01,Good,7.0,Near to airport. Hotel has airport drop.near metro station. Food is ok.,2023,5,near airport hotel airport dropnear metro station food ok,Near to airport . Hotel has airport drop . near metro station . Food is ok .,17,4 stars,0.38673579692840576
1033,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-05-01,It's clean and friendly but not that near the airport,8.0,The hotel is not expensive and is set at that level. I needed somewhere to crash for 6hours before getting a flight. The staff are friendly and looked after me well. The rooms are basic but what do you expect for the price.,2023,5,hotel expensive set level needed somewhere crash hour getting flight staff friendly looked well room basic expect price,The hotel is not expensive and is set at that level . I needed somewhere to crash for 6 hours before getting a flight . The staff are friendly and looked after me well . The rooms are basic but what do you expect for the price .,48,3 stars,0.36023396253585815
1034,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-07-01,Good,7.0,"Comfortable stay, closer to airport",2023,7,comfortable stay closer airport,"Comfortable stay , closer to airport",6,4 stars,0.45439934730529785
1035,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-07-01,Very good,8.0,"Reception is open 24h. On arrival you can call, text or app them and they will send a driver to pick you up, who will get in touch with you himself by Whatsapp. Itꞌs about 10 min. from the airport.
Room is as seen on the photos: comfortable, with ceiling fan, AC and seating area. 
Many food stalls an eateries in the neighborhood.",2023,7,reception open h arrival call text app send driver pick get touch whatsapp min airport room seen photo comfortable ceiling fan ac seating area many food stall eatery neighborhood,"Reception is open 24 h . On arrival you can call , text or app them and they will send a driver to pick you up , who will get in touch with you himself by Whatsapp . It ꞌ s about 10 min . from the airport . 
 Room is as seen on the photos : comfortable , with ceiling fan , AC and seating area . 
 Many food stalls an eateries in the neighborhood .",77,4 stars,0.3168727457523346
1036,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-07-01,stay was good value for money,7.0,that they give breakfast,2023,7,give breakfast,that they give breakfast,4,4 stars,0.385255366563797
1037,Hotel Smart Plaza Delhi Airport,"South West, New Delhi",2023-06-01,Good,7.0,"Whenever called on hotel number , picked up by someone and required assistance is provided.",2023,6,whenever called hotel number picked someone required assistance provided,"Whenever called on hotel number , picked up by someone and required assistance is provided .",16,3 stars,0.27104997634887695
1038,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Parfetc stay clin room food was nice and near by railway station.,2023,8,parfetc stay clin room food nice near railway station,Parfetc stay clin room food was nice and near by railway station .,13,4 stars,0.46699225902557373
